model,seed,time,epoch,train,val
edges-10N-noemb0,0,2022-06-07 17:39,1,0.27,0.65
edges-10N-noemb4,4,2022-06-07 17:39,1,0.27,0.61
edges-1000N-noemb3,3,2022-06-07 17:39,1,0.24,0.64
edges-1000N-noemb6,6,2022-06-07 17:40,1,0.24,0.62
edges-100N-noemb3,3,2022-06-07 17:40,1,0.25,0.64
edges-1000N-noemb4,4,2022-06-07 17:40,1,0.24,0.64
edges-10N-noemb7,7,2022-06-07 17:40,1,0.26,0.64
edges-10N-noemb1,1,2022-06-07 17:41,1,0.27,0.64
edges-1000N-noemb7,7,2022-06-07 17:42,1,0.24,0.61
edges-100N-noemb8,8,2022-06-07 17:46,3,0.23,0.64
edges-100N-noemb2,2,2022-06-07 17:50,2,0.23,0.62
edges-10N-noemb2,2,2022-06-07 17:52,2,0.25,0.65
edges-1000N-noemb8,8,2022-06-07 17:52,3,0.23,0.65
edges-1000N-noemb3,3,2022-06-07 17:53,2,0.23,0.63
edges-10N-noemb8,8,2022-06-07 17:53,2,0.25,0.67
edges-100N-noemb3,3,2022-06-07 17:54,2,0.23,0.63
edges-1000N-noemb2,2,2022-06-07 17:54,2,0.24,0.63
edges-100N-noemb8,8,2022-06-07 17:55,4,0.22,0.63
edges-100N-noemb6,6,2022-06-07 18:04,3,0.23,0.64
edges-10N-noemb5,5,2022-06-07 18:06,3,0.25,0.64
edges-1000N-noemb4,4,2022-06-07 18:09,3,0.22,0.63
edges-10N-noemb6,6,2022-06-07 18:21,7,0.24,0.64
edges-1000N-noemb2,2,2022-06-07 18:23,4,0.23,0.62
edges-10N-noemb2,2,2022-06-07 18:33,5,0.24,0.64
edges-100N-noemb6,6,2022-06-07 18:43,6,0.22,0.64
edges-100N-noemb5,5,2022-06-07 18:54,7,0.21,0.64
edges-1000N-noemb5,5,2022-06-07 18:56,7,0.22,0.63
edges-10N-noemb0,0,2022-06-07 19:25,9,0.24,0.64
fd-100N-noemb8,8,2022-06-07 20:51,0,0.32,0.67
fd-10N-noemb4,4,2022-06-07 20:51,0,0.34,0.64
fd-10N-noemb7,7,2022-06-07 20:51,0,0.36,0.65
fd-100N-noemb7,7,2022-06-07 20:52,0,0.32,0.63
fd-10N-noemb5,5,2022-06-07 20:52,0,0.32,0.71
fd-10N-noemb1,1,2022-06-07 20:52,0,0.36,0.65
fd-100N-noemb6,6,2022-06-07 20:52,0,0.34,0.63
fd-100N-noemb9,9,2022-06-07 20:52,0,0.34,0.70
fd-100N-noemb2,2,2022-06-07 20:52,0,0.31,0.65
fd-100N-noemb3,3,2022-06-07 20:52,0,0.31,0.64
fd-100N-noemb0,0,2022-06-07 20:52,0,0.32,0.67
fd-1000N-noemb1,1,2022-06-07 20:52,0,0.38,0.65
fd-1000N-noemb5,5,2022-06-07 20:52,0,0.33,0.62
fd-100N-noemb4,4,2022-06-07 20:52,0,0.32,0.64
fd-100N-noemb5,5,2022-06-07 20:52,0,0.34,0.66
fd-100N-noemb1,1,2022-06-07 20:52,0,0.33,0.62
fd-10N-noemb8,8,2022-06-07 20:52,0,0.37,0.68
fd-10N-noemb3,3,2022-06-07 20:52,0,0.36,0.67
fd-1000N-noemb4,4,2022-06-07 20:52,0,0.34,0.70
fd-10N-noemb6,6,2022-06-07 20:52,0,0.33,0.63
fd-1000N-noemb8,8,2022-06-07 20:52,0,0.35,0.66
fd-1000N-noemb3,3,2022-06-07 20:52,0,0.34,0.65
fd-10N-noemb9,9,2022-06-07 20:52,0,0.36,0.66
fd-1000N-noemb9,9,2022-06-07 20:53,0,0.33,0.67
fd-1000N-noemb6,6,2022-06-07 20:53,0,0.34,0.62
fd-1000N-noemb2,2,2022-06-07 20:53,0,0.34,0.63
fd-1000N-noemb7,7,2022-06-07 20:53,0,0.32,0.62
fd-10N-noemb0,0,2022-06-07 20:54,0,0.33,0.70
fd-20N-noemb0,0,2022-06-07 20:55,0,0.34,0.67
fd-10N-noemb2,2,2022-06-07 20:58,0,0.34,0.64
fd-1000N-noemb0,0,2022-06-07 20:58,0,0.34,0.67
fd-100N-noemb8,8,2022-06-07 21:00,1,0.24,0.66
fd-10N-noemb7,7,2022-06-07 21:00,1,0.27,0.65
fd-10N-noemb5,5,2022-06-07 21:00,1,0.27,0.64
fd-10N-noemb4,4,2022-06-07 21:00,1,0.26,0.64
fd-100N-noemb9,9,2022-06-07 21:00,1,0.24,0.63
fd-100N-noemb6,6,2022-06-07 21:01,1,0.25,0.61
fd-100N-noemb7,7,2022-06-07 21:01,1,0.25,0.63
fd-100N-noemb4,4,2022-06-07 21:01,1,0.25,0.62
fd-100N-noemb0,0,2022-06-07 21:01,1,0.24,0.64
fd-100N-noemb2,2,2022-06-07 21:01,1,0.25,0.65
fd-1000N-noemb1,1,2022-06-07 21:01,1,0.24,0.62
fd-100N-noemb5,5,2022-06-07 21:01,1,0.25,0.63
fd-10N-noemb6,6,2022-06-07 21:02,1,0.26,0.63
fd-10N-noemb3,3,2022-06-07 21:02,1,0.26,0.66
fd-10N-noemb8,8,2022-06-07 21:02,1,0.27,0.67
fd-1000N-noemb8,8,2022-06-07 21:02,1,0.24,0.63
fd-1000N-noemb4,4,2022-06-07 21:02,1,0.24,0.64
fd-10N-noemb9,9,2022-06-07 21:02,1,0.27,0.63
fd-1000N-noemb3,3,2022-06-07 21:02,1,0.24,0.63
fd-1000N-noemb9,9,2022-06-07 21:02,1,0.24,0.63
fd-1000N-noemb6,6,2022-06-07 21:03,1,0.25,0.61
fd-10N-noemb0,0,2022-06-07 21:06,1,0.27,0.68
fd-100N-noemb8,8,2022-06-07 21:09,2,0.23,0.65
fd-20N-noemb0,0,2022-06-07 21:09,1,0.26,0.61
fd-10N-noemb8,8,2022-06-07 21:10,2,0.25,0.66
fd-1000N-noemb1,1,2022-06-07 21:11,2,0.23,0.62
fd-1000N-noemb2,2,2022-06-07 21:12,2,0.24,0.60
fd-10N-noemb2,2,2022-06-07 21:13,1,0.27,0.62
fd-1000N-noemb0,0,2022-06-07 21:14,1,0.24,0.63
fd-10N-noemb0,0,2022-06-07 21:17,2,0.25,0.65
fd-100N-noemb8,8,2022-06-07 21:17,3,0.23,0.63
fd-10N-noemb4,4,2022-06-07 21:18,3,0.24,0.62
fd-1000N-noemb8,8,2022-06-07 21:20,3,0.23,0.61
fd-1000N-noemb4,4,2022-06-07 21:21,3,0.22,0.61
fd-1000N-noemb3,3,2022-06-07 21:22,3,0.22,0.62
fd-100N-noemb8,8,2022-06-07 21:26,4,0.22,0.62
fd-1000N-noemb8,8,2022-06-07 21:29,4,0.22,0.61
fd-100N-noemb2,2,2022-06-07 21:29,4,0.22,0.65
fd-100N-noemb3,3,2022-06-07 22:04,8,0.21,0.64
